Update	deng7	F1		ChengDu	Biology	Clear	2008-12-30	2009-01-29	30	detail
Update	smz	H1	New	Tijuana	CSE / Statistics	Clear	2008-12-11	2009-02-23	74	detail
Update	fjr_2009	F1	New	ShangHai	EE	Clear	2009-01-06	2009-02-28	53	detail
Update	mayawww	F1		BeiJing	biology	Clear	2009-02-04	2009-03-09	33	detail
Update	photovoltaic	J1	New	ShenYang	chemistry engineering	Clear	2009-02-13	2009-03-09	24	detail
Update	checkee	H1	Renewal	ShangHai	Biology	Clear	2008-12-10	2009-03-10	90	detail
Update	daisy	F1	New	ShenYang	N/A	Clear	2009-02-27	2009-03-10	11	detail
Update	huoya	J1	New	ShangHai	pharm eng	Clear	2009-02-27	2009-03-11	12	detail
Update	aibiqian	J1	New	Others	biology	Clear	2009-02-11	2009-03-11	28	detail
Update	12345	F1	Renewal	GuangZhou	Biology	Clear	2009-01-20	2009-03-11	50	detail
Update	nona	F1	New	ShangHai	EE	Clear	2009-03-02	2009-03-11	9	detail
Update	jjjc	J1	New	ShangHai	Bio	Clear	2009-03-04	2009-03-11	7	detail
Update	iiv	F1	Renewal	Others	Chemistry	Clear	2009-02-03	2009-03-12	37	detail
Update	tjaliang	H4	New	BeiJing	Physics	Clear	2008-11-24	2009-03-12	108	detail
Update	pingnano	J1	New	ShenYang	Chemistry	Clear	2009-02-27	2009-03-12	13	detail
Update	uchinaboy	F1	New	BeiJing	Health Informatics	Clear	2009-02-27	2009-03-13	14	detail
Update	X__X	F1		ChengDu	CompSci	Clear	2009-02-12	2009-03-13	29	detail
Update	piglet	J2		BeiJing	CS	Clear	2008-12-01	2009-03-13	102	detail
Update	ÀÏ5	F1	New	GuangZhou	N/A	Clear	2009-03-09	2009-03-13	4	detail
Update	jefferson	J1	New	BeiJing	molecular biology	Clear	2009-02-26	2009-03-13	15	detail
Update	time fly	J1	New	ShenYang	chemistry	Clear	2009-02-04	2009-03-13	37	detail
Update	emsfly	J1	New	ShangHai	developmental biology	Clear	2009-02-25	2009-03-13	16	detail
Update	ALBERT	J1	New	ShangHai	reservoir engineering	Clear	2009-02-26	2009-03-13	15	detail
Update	li777	H1	Renewal	BeiJing	N/A	Clear	2009-01-14	2009-03-14	59	detail
Update	helloteddy	H1	Renewal	BeiJing	chemistry	Clear	2008-12-15	2009-03-15	90	detail
Update	hotwind01	J1	Renewal	BeiJing	ME	Clear	2008-12-09	2009-03-17	98	detail
Update	zht	J1		BeiJing	Chemical Engineering	Clear	2008-12-05	2009-03-17	102	detail
Update	dolong	H4	New	Others	Chemistry	Clear	2008-12-01	2009-03-17	106	detail
Update	zzqq	J1	New	ShangHai	biology	Clear	2008-12-04	2009-03-17	103	detail
Update	likewake	H1		Others	Physics	Clear	2008-12-09	2009-03-17	98	detail
Update	chembiochem	H1	Renewal	ShangHai	immunology & chemistry	Clear	2008-12-08	2009-03-17	99	detail
Update	Kevin	J1	Renewal	BeiJing	Biochemistry	Clear	2008-12-01	2009-03-17	106	detail
Update	woodspear	H1	Renewal	BeiJing	EE	Clear	2008-12-09	2009-03-17	98	detail
Update	heartlake	H1	Renewal	BeiJing	Neuroscience	Clear	2008-12-02	2009-03-17	105	detail
Update	Jerry	J1	Renewal	BeiJing	Biophysics	Clear	2008-12-09	2009-03-17	98	detail
Update	taoxr	H1	Renewal	ShangHai	Mol. Bio. and Biochem.	Clear	2008-12-08	2009-03-17	99	detail
Update	star	J1	Renewal	BeiJing	microbiology	Clear	2008-12-09	2009-03-17	98	detail
Update	r30962	H1	New	BeiJing	Material Science	Clear	2008-12-11	2009-03-17	96	detail
Update	lsn2000	H1	New	BeiJing	ECE	Clear	2008-12-08	2009-03-17	99	detail
Update	sqdong	H1	Renewal	GuangZhou	EE	Clear	2008-12-08	2009-03-18	100	detail
Update	Dec-08	J1		ChengDu	N/A	Clear	2008-12-08	2009-03-18	100	detail
Update	zj2000cn	H1	New	ShangHai	Industrial Eng.	Clear	2008-12-15	2009-03-18	93	detail
Update	lvying	F1	Renewal	BeiJing	Biophysics	Clear	2008-12-12	2009-03-18	96	detail
Update	mustdoit	J1	New	BeiJing	Chemistry	Clear	2008-12-12	2009-03-18	96	detail
Update	diangers	H1	Renewal	BeiJing	Chemistry	Clear	2008-12-15	2009-03-18	93	detail
Update	pplong	J1	Renewal	ShangHai	chemistry	Clear	2008-12-09	2009-03-18	99	detail
Update	walberta	J1	New	Vancouver	Materials	Clear	2008-12-10	2009-03-18	98	detail
Update	Willow-w	H1		BeiJing	Neuroscience	Clear	2008-12-15	2009-03-18	93	detail
Update	willowW	H1	Renewal	BeiJing	Materials Science	Clear	2008-12-15	2009-03-18	93	detail
Update	irasit	F1	Renewal	BeiJing	EE	Clear	2008-12-10	2009-03-18	98	detail
Update	Ryan	F1	New	ShenYang	Aerospace Engineering	Clear	2008-12-09	2009-03-18	99	detail
Update	mg	H1		BeiJing	Chemical Engineerng	Clear	2008-12-12	2009-03-18	96	detail
Update	sunmoon	F1	Renewal	GuangZhou	CS	Clear	2008-12-04	2009-03-18	104	detail
Update	sunrising	F1	Renewal	ShangHai	ME	Clear	2008-12-03	2009-03-18	105	detail
Update	hsu1225	H1	Renewal	GuangZhou	Biotech	Clear	2008-12-08	2009-03-18	100	detail
Update	lcdos	H1		BeiJing	Mechanical	Clear	2008-12-09	2009-03-18	99	detail
Update	conky_boy	J1	New	ShangHai	condensed matter physics	Clear	2008-12-03	2009-03-18	105	detail
Update	grace	J1		BeiJing	Mechanical Engineering	Clear	2008-12-11	2009-03-18	97	detail
Update	whisky	F1	Renewal	BeiJing	EE	Clear	2008-12-10	2009-03-18	98	detail
Update	miyayang	H1	New	GuangZhou	Biology & Med.	Clear	2008-12-08	2009-03-18	100	detail
Update	hkc593	F1	Renewal	Vancouver	CS	Clear	2009-02-25	2009-03-18	21	detail
Update	hzg	H1	Renewal	BeiJing	biology	Clear	2008-12-11	2009-03-18	97	detail
Update	Technicolor	B2	New	Others	Physics	Clear	2008-12-03	2009-03-18	105	detail
Update	liuliu	J1	New	ShangHai	materials	Clear	2008-12-03	2009-03-18	105	detail
Update	scuddingboy	B1	New	BeiJing	Image Processing	Clear	2008-12-03	2009-03-18	105	detail
Update	zerocool	H1	Renewal	ShangHai	CS	Clear	2008-12-03	2009-03-19	106	detail
Update	weiwei	J2		ChengDu	physics	Clear	2009-02-26	2009-03-19	21	detail
Update	cise	F1	Renewal	ShangHai	EE	Clear	2008-12-15	2009-03-19	94	detail
Update	wangren	H1	Renewal	ShangHai	Bioinformatics	Clear	2008-12-18	2009-03-19	91	detail
Update	justhere	H1		BeiJing	EE	Clear	2008-12-12	2009-03-19	97	detail
Update	HFL	H1	Renewal	ChengDu	Biology	Clear	2008-12-17	2009-03-19	92	detail
Update	vivienduww	L2	New	ChengDu	N/A	Clear	2009-01-21	2009-03-19	57	detail
Update	9753	H1	Renewal	BeiJing	EE	Clear	2008-12-08	2009-03-19	101	detail
Update	jzl	H1	Renewal	BeiJing	Materials Science	Clear	2008-12-02	2009-03-19	107	detail
Update	suixzh	H1		BeiJing	biology	Clear	2008-12-11	2009-03-19	98	detail
Update	wanyua	F1	Renewal	ShangHai	Atmospheric Sciences	Clear	2008-12-15	2009-03-19	94	detail
Update	jjsprite	J2		Others	pharmaceutical analysis	Clear	2008-11-25	2009-03-19	114	detail
Update	zhudai	H1		ShangHai	chemistry	Clear	2008-12-15	2009-03-19	94	detail
Update	philippic	F1	Renewal	ShangHai	Industrial Engineering	Clear	2008-12-11	2009-03-19	98	detail
Update	unight	F1		ShangHai	BME	Clear	2008-12-11	2009-03-19	98	detail
Update	killuaustc	H1	New	ShangHai	Biology	Clear	2008-12-10	2009-03-19	99	detail
Update	njazma	H1		ChengDu	chemistry	Clear	2008-12-10	2009-03-19	99	detail
Update	xhzhang1978	F1	Renewal	ShangHai	Chemistry	Clear	2008-12-18	2009-03-19	91	detail
Update	flyadove	F1	Renewal	ShangHai	Biostatistics	Clear	2008-12-15	2009-03-19	94	detail
Update	jessyqi	H1	New	Others	EE	Clear	2008-12-23	2009-03-19	86	detail
Update	zenonlpc	F1	Renewal	ShangHai	EE	Clear	2008-12-15	2009-03-19	94	detail
Update	owl	H1	Renewal	BeiJing	Materials Science	Clear	2008-12-18	2009-03-19	91	detail
Update	Dec2008	H1	New	BeiJing	EE	Clear	2008-12-17	2009-03-20	93	detail
Update	foxfox44	H1	Renewal	BeiJing	Chem Eng	Clear	2008-12-09	2009-03-20	101	detail
Update	luuring	H1	Renewal	ShangHai	CS	Clear	2008-12-17	2009-03-20	93	detail
Update	likexx	H1	Renewal	ChengDu	CS	Clear	2008-12-17	2009-03-20	93	detail
Update	harrry	H1	Renewal	ShangHai	Physics	Clear	2008-12-08	2009-03-20	102	detail
Update	john8899	J1	New	ShangHai	Marine Science	Clear	2008-12-09	2009-03-20	101	detail
Update	bham_lion	H1		ChengDu	Biomedical Engineeri	Clear	2008-12-10	2009-03-20	100	detail
Update	lzhang	H1		ShangHai	Aerospace Engineerin	Clear	2008-12-17	2009-03-20	93	detail
Update	bibibo123	H1	Renewal	ChengDu	Civil Engineering	Clear	2008-12-10	2009-03-20	100	detail
Update	lunazjy	H1		BeiJing	chemistry	Clear	2008-12-15	2009-03-20	95	detail
Update	JY	H1	New	GuangZhou	Biology	Clear	2008-12-08	2009-03-20	102	detail
Update	truehb	H1	New	GuangZhou	EE	Clear	2008-12-15	2009-03-20	95	detail
Update	xuzp	H1	Renewal	BeiJing	Civil Engineering	Clear	2008-12-23	2009-03-20	87	detail
Update	zx	H1	Renewal	ChengDu	CS	Clear	2008-12-10	2009-03-20	100	detail
Update	sky200	H1	Renewal	ShangHai	Marine	Clear	2008-12-09	2009-03-20	101	detail
Update	oldloser	H1	Renewal	BeiJing	EE	Clear	2008-12-03	2009-03-20	107	detail
Update	jiong	H1	New	ShangHai	EE	Clear	2008-12-23	2009-03-20	87	detail
Update	ykqryk	H1	New	ShangHai	Biology	Clear	2008-12-23	2009-03-20	87	detail
Update	littlegreen	J1	New	BeiJing	Toxicology	Clear	2008-12-11	2009-03-20	99	detail
Update	wcadef	J1	Renewal	BeiJing	Chemical Engineering	Clear	2008-12-11	2009-03-20	99	detail
Update	windyabc	H1	New	ShangHai	Biology	Clear	2008-12-10	2009-03-20	100	detail
Update	magicfine	F1	Renewal	ShangHai	EE	Clear	2008-12-15	2009-03-20	95	detail
Update	umpe	H1		Others	toxicology	Clear	2008-12-22	2009-03-20	88	detail
Update	hkld	H1	New	BeiJing	CS	Clear	2008-12-24	2009-03-20	86	detail
Update	M	H1		ShangHai	Chem. Eng.	Clear	2008-12-17	2009-03-20	93	detail
Update	Candy2810	J1	New	BeiJing	Biomedical	Clear	2008-12-09	2009-03-20	101	detail
Update	xf	H1		ShangHai	ME	Clear	2008-12-15	2009-03-20	95	detail
Update	abcd	B1	New	BeiJing	Mechanical Engineering	Clear	2008-12-17	2009-03-20	93	detail
Update	super_wt	J1		BeiJing	bioinformatics	Clear	2008-12-11	2009-03-20	99	detail
Update	guoan	H1	Renewal	BeiJing	Biomedical Engineering	Clear	2008-12-23	2009-03-20	87	detail
Update	liting	J1	Renewal	ShangHai	ME	Clear	2008-12-11	2009-03-20	99	detail
Update	GaryH	H1	Renewal	ShangHai	chemistry	Clear	2008-12-15	2009-03-20	95	detail
Update	mengmarmal	H1	New	ShangHai	CS	Clear	2008-12-08	2009-03-20	102	detail
Update	banana001	F1	Renewal	ShangHai	EE	Clear	2008-12-15	2009-03-20	95	detail
Update	Opaque	H1	Renewal	GuangZhou	Biology	Clear	2008-12-09	2009-03-20	101	detail
Update	hsg221	H1	Renewal	BeiJing	physics	Clear	2008-12-12	2009-03-20	98	detail
Update	xibull	H1	Renewal	ShangHai	NAME	Clear	2008-12-15	2009-03-20	95	detail
Update	HEWU	J1	New	ShangHai	EE	Clear	2009-03-04	2009-03-20	16	detail
Update	HEWU	J2	New	ShangHai	N/A	Clear	2009-03-04	2009-03-20	16	detail
Update	mememe	J1	Renewal	ShangHai	Physics	Clear	2008-12-10	2009-03-20	100	detail
Update	visa	H1		ShangHai	materials science	Clear	2008-12-15	2009-03-21	96	detail
Update	YY	H1	Renewal	ShangHai	N/A	Clear	2008-12-15	2009-03-21	96	detail
Update	jl213	H1	Renewal	ChengDu	Biochemistry	Clear	2008-12-10	2009-03-21	101	detail
Update	aku	H1	Renewal	BeiJing	CS	Clear	2008-12-22	2009-03-22	90	detail
Update	jasonkinglfj	J1		ShangHai	CE	Clear	2008-12-05	2009-03-23	108	detail
Update	1223bjh1b	H1	Renewal	BeiJing	bme	Clear	2008-12-23	2009-03-23	90	detail
Update	disan	H1		ShangHai	Material Science	Clear	2008-12-15	2009-03-23	98	detail
Update	gsut81	H1	New	BeiJing	EE	Clear	2008-12-16	2009-03-23	97	detail
Update	eyou	F1	Renewal	ShangHai	MSE	Clear	2008-12-15	2009-03-23	98	detail
Update	Manuel	H1	New	BeiJing	Chemical Engineering	Clear	2008-12-15	2009-03-23	98	detail
Update	dnarnapro	H1	Renewal	ShangHai	Chemistry	Clear	2008-12-10	2009-03-23	103	detail
Update	daiyatou	H1		ShangHai	ae	Clear	2008-12-17	2009-03-23	96	detail
Update	Aquafina	H1		ShangHai	Chemistry	Clear	2008-12-24	2009-03-23	89	detail
Update	peachnestea	H1	Renewal	ShangHai	Bioinformatics	Clear	2008-12-11	2009-03-23	102	detail
Update	sunnycat	H4	New	ShangHai	Environmental Sciences	Clear	2008-12-23	2009-03-23	90	detail
Update	sunnycat	H1	New	ShangHai	EE	Clear	2008-12-23	2009-03-23	90	detail
Update	cxlpumc	H1	New	BeiJing	medicine	Clear	2009-02-23	2009-03-23	28	detail
Update	wss6028	H1	New	BeiJing	polymer engineering	Clear	2008-12-16	2009-03-23	97	detail
Update	hensbcb	F1	Renewal	ShangHai	biochemistry	Clear	2008-12-11	2009-03-23	102	detail
Update	cdenen	H1	Renewal	ChengDu	physics	Clear	2008-12-10	2009-03-23	103	detail
Update	xidong	H1	New	ShangHai	MSE	Clear	2008-12-18	2009-03-23	95	detail
Update	LY	H4	New	ShangHai	N/A	Clear	2008-12-18	2009-03-23	95	detail
Update	ykqryk	H4	New	ShangHai	N/A	Clear	2008-12-23	2009-03-23	90	detail
Update	boston	H1	New	ShangHai	EE	Clear	2008-12-23	2009-03-23	90	detail
Update	BLUEWIND	H1		ShangHai	MECHANICAL ENGINEERI	Clear	2008-12-17	2009-03-24	97	detail
Update	Val	H1		ShangHai	Materials	Clear	2008-12-19	2009-03-24	95	detail
